2.479434496479950567e-01	-1.818181818181816567e-01
4.444444444444441977e-01	-3.241398899835110647e-01
5.828135557981183323e-01	-5.454545454545454142e-01
6.666666666666665186e-01	-6.125140291806957515e-01
8.888888888888888395e-01	-8.774126726801623199e-01
9.122155902458933818e-01	-9.090909090909091717e-01
1.111111111111110716e+00	-1.089160927981229321e+00
1.333333333333333037e+00	-1.254582865693976590e+00
1.428265912715673380e+00	-1.272727272727272707e+00
1.555555555555555358e+00	-1.290973867619958249e+00
1.583354443072311435e+00	-1.272727272727272707e+00
1.777777777777777679e+00	-1.102573517525506697e+00
1.852910317665289242e+00	-9.090909090909091717e-01
1.947047714359504189e+00	-5.454545454545454142e-01
1.994116412706611552e+00	-1.818181818181816567e-01
1.994116412706611552e+00	1.818181818181816567e-01
1.947047714359504189e+00	5.454545454545454142e-01
1.852910317665289242e+00	9.090909090909091717e-01
1.777777777777777679e+00	1.102573517525506697e+00
1.583354443072310991e+00	1.272727272727272929e+00
1.555555555555555358e+00	1.290973867619958249e+00
1.428265912715674935e+00	1.272727272727272929e+00
1.333333333333333037e+00	1.254582865693976590e+00
1.111111111111110716e+00	1.089160927981229321e+00
9.122155902458933818e-01	9.090909090909091717e-01
8.888888888888888395e-01	8.774126726801623199e-01
6.666666666666665186e-01	6.125140291806957515e-01
5.828135557981183323e-01	5.454545454545454142e-01
4.444444444444441977e-01	3.241398899835110647e-01
2.479434496479950567e-01	1.818181818181816567e-01
