-5.922407291376589278e+00	-4.444444444444446418e-01
-5.526315789473684070e+00	-1.101122460757156141e+00
-5.366242988423439719e+00	-1.333333333333333481e+00
-4.789473684210526550e+00	-1.751680805632501947e+00
-4.052631578947368141e+00	-2.209783298707294730e+00
-4.028622482131253513e+00	-2.222222222222222321e+00
-3.315789473684210620e+00	-2.468430991587155177e+00
-2.578947368421053099e+00	-2.672032099620396117e+00
-1.842105263157894690e+00	-2.824732930645326601e+00
-1.105263157894737169e+00	-2.926533484661947071e+00
-3.684210526315796486e-01	-2.977433761670257528e+00
3.684210526315787604e-01	-2.977433761670257528e+00
1.105263157894736281e+00	-2.926533484661947071e+00
1.842105263157893802e+00	-2.824732930645327045e+00
2.578947368421051323e+00	-2.672032099620396117e+00
3.315789473684210620e+00	-2.468430991587155177e+00
4.028622482131253513e+00	-2.222222222222222321e+00
4.052631578947368141e+00	-2.209783298707294730e+00
4.789473684210525661e+00	-1.751680805632502835e+00
5.366242988423438831e+00	-1.333333333333333481e+00
5.526315789473683182e+00	-1.101122460757157029e+00
5.922407291376589278e+00	-4.444444444444446418e-01
5.922407291376589278e+00	4.444444444444446418e-01
5.526315789473683182e+00	1.101122460757157695e+00
5.366242988423439719e+00	1.333333333333333037e+00
4.789473684210525661e+00	1.751680805632502835e+00
4.052631578947368141e+00	2.209783298707295174e+00
4.028622482131256177e+00	2.222222222222221433e+00
3.315789473684210620e+00	2.468430991587155177e+00
2.578947368421051323e+00	2.672032099620396561e+00
1.842105263157893802e+00	2.824732930645327045e+00
1.105263157894736281e+00	2.926533484661947515e+00
3.684210526315787604e-01	2.977433761670257972e+00
-3.684210526315796486e-01	2.977433761670257972e+00
-1.105263157894737169e+00	2.926533484661947515e+00
-1.842105263157894690e+00	2.824732930645327045e+00
-2.578947368421053099e+00	2.672032099620396117e+00
-3.315789473684210620e+00	2.468430991587155177e+00
-4.028622482131256177e+00	2.222222222222221433e+00
-4.052631578947368141e+00	2.209783298707295174e+00
-4.789473684210526550e+00	1.751680805632502169e+00
-5.366242988423439719e+00	1.333333333333333037e+00
-5.526315789473684070e+00	1.101122460757156585e+00
-5.922407291376589278e+00	4.444444444444446418e-01
