35.713845	4.170088
20.790025	-4.124645
32.130898	-4.877811
13.825598	7.843537
11.841556	-3.546376
37.046579	-9.984671
12.464768	1.533076
12.962268	1.470230
11.361236	-5.362071
43.452613	-5.977831
32.839772	9.924472
12.603340	4.557920
15.038592	-3.483321
11.342749	8.232405
42.388149	8.943142
10.459378	0.347871
43.558576	5.175701
24.716915	9.462525
11.432233	9.637296
35.628885	1.842637
24.025558	1.614454
28.565746	5.041534
45.378897	-2.076212
40.115035	-2.157038
32.195449	-7.082653
35.349041	3.700473
36.556013	-8.936802
10.707541	-1.828051
10.534118	-2.622976
12.067078	1.731725
47.277397	-6.437292
26.501821	7.151665
39.884371	9.677676
31.401923	-5.966263
12.365332	8.123925
32.697537	6.613834
36.648307	-6.651574
34.403892	1.347565
21.315623	-1.858707
24.246980	8.399558
39.194383	9.408296
47.126424	7.819354
22.155270	-5.283841
16.499232	-5.160910
46.545670	-6.568886
26.622766	8.854904
27.626865	-8.095639
13.680720	3.319232
48.064810	1.713139
27.469009	-7.564004
43.635154	-0.623015
22.495733	7.140566
13.227343	-0.299146
14.591241	-1.499420
37.919741	8.566920
10.871486	-1.739173
46.382357	1.493399
38.252452	1.541713
39.053567	5.102198
26.541788	-2.681191
47.448577	-1.673479
23.546425	-9.601531
47.604793	-9.770594
16.127807	5.718269
24.503468	6.448261
29.342121	9.596197
10.221107	-8.596318
15.493985	-2.401515
21.432588	-6.739064
17.748282	6.428177
20.965372	7.704809
24.246944	-0.970932
42.048497	3.881194
29.825823	-6.835676
48.152396	-3.984024
33.599884	3.645144
25.895565	8.478469
44.718911	-1.038693
44.577390	-1.676740
38.848554	-0.376265
47.442488	9.607923
44.838702	-4.716422
49.702255	-3.069506
18.576018	-7.761896
38.887419	6.837187
21.307476	5.580748
41.908005	5.969636
10.708305	-0.619703
20.000811	-7.630784
16.084419	-8.439072
45.729893	7.342492
45.411544	2.488744
25.674429	-6.990116
46.394612	-2.514185
42.873904	-0.541613
32.468632	6.575478
47.846508	9.871520
15.649702	7.939541
25.006484	-5.317278
16.461953	2.198113
