0.0, 5.0
0.0612515815246, 5.49363580351
0.472135955, 6.834062241
1.49713263449, 8.64030661728
3.24919696233, 10.3991869381
5.65685424949, 11.6066017178
8.472135955, 11.8974232786
11.3178161504, 11.1251964336
13.7638192047, 9.37132289312
15.4162861839, 6.8878946321
16.0, 4.0
15.4162861839, 1.0046365421
13.7638192047, -1.89918693812
11.3178161504, -4.62930992197
8.472135955, -7.18921934614
5.65685424949, -9.6066017178
3.24919696233, -11.8713228931
1.49713263449, -13.9001251515
0.472135955, -15.5422661735
0.0612515815246, -16.6222349552
2.93868162772e-47, -17.0
-0.0612515815246, -16.6222349552
-0.472135955, -15.5422661735
-1.49713263449, -13.9001251515
-3.24919696233, -11.8713228931
-5.65685424949, -9.6066017178
-8.472135955, -7.18921934614
-11.3178161504, -4.62930992197
-13.7638192047, -1.89918693812
-15.4162861839, 1.0046365421
-16.0, 4.0
-15.4162861839, 6.8878946321
-13.7638192047, 9.37132289312
-11.3178161504, 11.1251964336
-8.472135955, 11.8974232786
-5.65685424949, 11.6066017178
-3.24919696233, 10.3991869381
-1.49713263449, 8.64030661728
-0.472135955, 6.834062241
-0.0612515815246, 5.49363580351
